,total_degree,in_degree,internal_edges,out_degree,external_edges
113429,865,167,116566,698,0
113441,1342,282,298920,1060,0
113448,415,75,25500,340,0
113468,1262,259,259777,1003,0
113474,1876,359,544603,1517,0
113475,405,82,26486,323,0
113505,534,102,44064,432,0
113514,1262,259,259777,1003,0
113518,1331,255,274380,1076,0
113525,134,30,3120,104,0
113536,971,184,144808,787,0
113542,767,144,89712,623,0
113549,950,193,146101,757,0
113552,714,137,79049,577,0
113557,700,128,73216,572,0
113576,539,101,44238,438,0
113578,1876,359,544603,1517,0
113583,105,16,1424,89,0
113585,976,180,143280,796,0
113587,175,29,4234,146,0
113588,264,56,11648,208,0
113593,305,70,16450,235,0
113599,305,70,16450,235,0
113611,1025,201,165624,824,0
113620,819,152,101384,667,0
113633,865,167,116566,698,0
113640,1204,251,239203,953,0
113658,1025,201,165624,824,0
113662,1181,246,230010,935,0
113666,119,22,2134,97,0
113676,315,56,14504,259,0
113683,572,130,57460,442,0
113686,52,11,451,41,0
113691,273,58,12470,215,0
113694,1078,198,174240,880,0
113698,516,103,42539,413,0
113703,548,102,45492,446,0
113706,1296,252,263088,1044,0
113718,534,102,44064,432,0
113719,69,12,684,57,0
113743,1583,310,394630,1273,0
113763,950,193,146101,757,0
113778,1583,310,394630,1273,0
113785,131,25,2650,106,0
113805,252,45,9315,207,0
113816,323,55,14740,268,0
113818,976,180,143280,796,0
113843,405,82,26486,323,0
113851,324,67,17219,257,0
113854,976,180,143280,796,0
113860,1411,281,317530,1130,0
113862,46,9,333,37,0
113866,778,163,100245,615,0
113878,1262,259,259777,1003,0
113880,171,35,4760,136,0
113901,61,9,468,52,0
113911,401,77,24948,324,0
113916,714,137,79049,577,0
113931,778,163,100245,615,0
113938,1657,315,422730,1342,0
113953,1583,310,394630,1273,0
113962,315,56,14504,259,0
113989,572,130,57460,442,0
114005,315,56,14504,259,0
114017,174,36,4968,138,0
114032,836,151,103435,685,0
114036,1411,281,317530,1130,0
114038,410,76,25384,334,0
114042,2102,402,683400,1700,0
114062,2102,402,683400,1700,0
114070,1331,255,274380,1076,0
114080,1204,251,239203,953,0
114087,1280,232,243136,1048,0
114097,273,58,12470,215,0
114102,714,137,79049,577,0
114105,380,76,23104,304,0
114107,112,18,1692,94,0
114123,101,20,1620,81,0
114124,1657,315,422730,1342,0
114130,6,2,8,4,0
114148,620,121,60379,499,0
114164,539,101,44238,438,0
114166,1342,282,298920,1060,0
114169,134,30,3120,104,0
114176,171,35,4760,136,0
114188,971,184,144808,787,0
114204,26,8,144,18,0
114207,971,184,144808,787,0
114211,360,66,19404,294,0
114235,572,130,57460,442,0
114269,317,63,16002,254,0
114270,19,3,48,16,0
114271,595,120,57000,475,0
114281,620,121,60379,499,0
114288,186,35,5285,151,0
114300,44,10,340,34,0
114304,1541,306,377910,1235,0
114309,497,97,38800,400,0
114326,317,63,16002,254,0
114338,155,34,4114,121,0
114340,264,56,11648,208,0
114345,836,151,103435,685,0
114372,836,151,103435,685,0
114381,1296,252,263088,1044,0
114398,8,4,16,4,0
114403,60,12,576,48,0
114413,1204,251,239203,953,0
114423,620,121,60379,499,0
114441,552,113,49607,439,0
114450,463,83,31540,380,0
114461,1558,313,389685,1245,0
114474,1934,345,548205,1589,0
114481,2102,402,683400,1700,0
114496,2102,402,683400,1700,0
114506,571,114,52098,457,0
114525,1411,281,317530,1130,0
114541,1583,310,394630,1273,0
114551,568,114,51756,454,0
114564,35,9,234,26,0
114573,778,163,100245,615,0
114585,17,4,52,13,0
114622,56,13,559,43,0
114627,401,77,24948,324,0
114658,463,83,31540,380,0
114666,18,5,65,13,0
114673,539,101,44238,438,0
114678,620,121,60379,499,0
114679,282,50,11600,232,0
114680,385,71,22294,314,0
114685,1829,353,521028,1476,0
114747,819,152,101384,667,0
114756,836,151,103435,685,0
114776,131,25,2650,106,0
114779,264,56,11648,208,0
114784,572,130,57460,442,0
114803,77,19,1102,58,0
114815,317,63,16002,254,0
114816,497,97,38800,400,0
114830,714,137,79049,577,0
114840,274,57,12369,217,0
114847,385,71,22294,314,0
114849,497,97,38800,400,0
114852,88,17,1207,71,0
114873,932,168,128352,764,0
114874,373,74,22126,299,0
114875,497,97,38800,400,0
114883,380,76,23104,304,0
114889,1204,251,239203,953,0
114904,171,35,4760,136,0
114907,821,143,96954,678,0
114933,88,17,1207,71,0
114934,148,24,2976,124,0
114935,1204,251,239203,953,0
114963,595,121,57354,474,0
114965,1583,310,394630,1273,0
114984,1181,246,230010,935,0
115005,1583,310,394630,1273,0
115020,185,36,5364,149,0
115030,410,76,25384,334,0
115034,548,102,45492,446,0
115041,1280,232,243136,1048,0
115055,13,2,22,11,0
115066,1657,315,422730,1342,0
115071,1558,313,389685,1245,0
115086,135,30,3150,105,0
115097,373,74,22126,299,0
115105,548,102,45492,446,0
115106,321,54,14418,267,0
115109,1541,306,377910,1235,0
115155,1342,282,298920,1060,0
115160,61,13,624,48,0
115167,767,144,89712,623,0
115182,26,4,88,22,0
115187,362,69,20217,293,0
115211,497,97,38800,400,0
115213,264,56,11648,208,0
115234,641,131,66810,510,0
115248,174,36,4968,138,0
115258,373,74,22126,299,0
115260,113,24,2136,89,0
115267,1342,282,298920,1060,0
115274,1829,353,521028,1476,0
115284,551,102,45798,449,0
115329,105,22,1826,83,0
115351,1331,255,274380,1076,0
115374,535,94,41454,441,0
115418,1025,201,165624,824,0
115430,175,29,4234,146,0
115438,1181,246,230010,935,0
115449,61,13,624,48,0
115470,1829,353,521028,1476,0
115472,410,76,25384,334,0
115479,6,2,8,4,0
115485,323,55,14740,268,0
115515,539,101,44238,438,0
115522,1411,281,317530,1130,0
115533,198,43,6665,155,0
115596,971,184,144808,787,0
115608,395,72,23256,323,0
115617,1078,198,174240,880,0
115620,865,167,116566,698,0
115627,571,114,52098,457,0
115637,1342,282,298920,1060,0
115654,207,41,6806,166,0
115661,315,56,14504,259,0
115684,1262,259,259777,1003,0
115687,64,8,448,56,0
115698,1583,310,394630,1273,0
115714,282,50,11600,232,0
115720,1552,299,374647,1253,0
115735,971,184,144808,787,0
115743,77,18,1062,59,0
115748,1296,252,263088,1044,0
115760,865,167,116566,698,0
115761,274,57,12369,217,0
115797,548,102,45492,446,0
115804,821,143,96954,678,0
115812,380,76,23104,304,0
115813,932,168,128352,764,0
115825,865,167,116566,698,0
115826,443,85,30430,358,0
115834,1541,306,377910,1235,0
115847,548,102,45492,446,0
115848,155,35,4200,120,0
115854,1876,359,544603,1517,0
115856,950,193,146101,757,0
115863,144,29,3335,115,0
115869,595,120,57000,475,0
115870,26,8,144,18,0
115873,551,102,45798,449,0
115878,346,76,20520,270,0
115892,101,20,1620,81,0
115893,1342,282,298920,1060,0
115894,40,7,231,33,0
115897,571,114,52098,457,0
115901,185,36,5364,149,0
115908,2102,402,683400,1700,0
115909,1342,282,298920,1060,0
115920,282,50,11600,232,0
115930,1552,299,374647,1253,0
115940,1025,201,165624,824,0
115941,819,152,101384,667,0
115948,1552,299,374647,1253,0
115965,64,16,768,48,0
115969,821,171,111150,650,0
115972,1296,252,263088,1044,0
115999,24,6,108,18,0
116001,171,35,4760,136,0
116006,950,193,146101,757,0
116015,410,76,25384,334,0
116030,273,58,12470,215,0
116035,324,67,17219,257,0
116060,1876,359,544603,1517,0
116064,1934,345,548205,1589,0
116081,767,144,89712,623,0
116087,516,103,42539,413,0
116089,1558,313,389685,1245,0
116100,539,101,44238,438,0
116103,551,102,45798,449,0
116105,1829,353,521028,1476,0
116114,324,67,17219,257,0
116139,767,144,89712,623,0
116148,821,171,111150,650,0
116160,595,121,57354,474,0
116177,1342,282,298920,1060,0
116195,160,32,4096,128,0
116197,32,7,175,25,0
116207,551,102,45798,449,0
116246,401,77,24948,324,0
116278,821,143,96954,678,0
116283,405,82,26486,323,0
116288,156,34,4148,122,0
116295,976,180,143280,796,0
116300,1411,281,317530,1130,0
116302,46,9,333,37,0
116312,865,167,116566,698,0
116318,9,2,14,7,0
116319,714,137,79049,577,0
116336,1331,255,274380,1076,0
116343,1552,299,374647,1253,0
116344,539,101,44238,438,0
116363,410,76,25384,334,0
116389,976,180,143280,796,0
116399,950,193,146101,757,0
116405,1411,281,317530,1130,0
116408,572,130,57460,442,0
116430,346,76,20520,270,0
116444,324,67,17219,257,0
116449,1411,281,317530,1130,0
116459,315,56,14504,259,0
116478,2102,402,683400,1700,0
116481,1342,282,298920,1060,0
116489,771,137,86858,634,0
116491,1552,299,374647,1253,0
116497,72,17,935,55,0
116510,1552,299,374647,1253,0
116514,107,18,1602,89,0
116519,1583,310,394630,1273,0
116551,971,184,144808,787,0
116571,9,1,8,8,0
116578,1331,255,274380,1076,0
116584,31,10,210,21,0
116597,160,29,3799,131,0
116606,395,72,23256,323,0
116610,227,44,8052,183,0
116622,641,131,66810,510,0
116626,1262,259,259777,1003,0
116634,193,39,6006,154,0
116636,1558,313,389685,1245,0
116640,700,128,73216,572,0
116646,362,69,20217,293,0
116654,1411,281,317530,1130,0
116662,1876,359,544603,1517,0
116680,1541,306,377910,1235,0
116682,2102,402,683400,1700,0
116692,1181,246,230010,935,0
116694,865,167,116566,698,0
116708,535,94,41454,441,0
116733,131,21,2310,110,0
116745,373,74,22126,299,0
116751,71,15,840,56,0
116766,821,143,96954,678,0
116770,443,85,30430,358,0
116774,88,17,1207,71,0
116787,660,133,69928,527,0
116789,23,6,102,17,0
116804,1876,359,544603,1517,0
116840,317,63,16002,254,0
116863,1934,345,548205,1589,0
116867,1262,259,259777,1003,0
116879,932,168,128352,764,0
116881,660,133,69928,527,0
116884,1552,299,374647,1253,0
116893,2102,402,683400,1700,0
116903,620,121,60379,499,0
116904,1657,315,422730,1342,0
116915,552,113,49607,439,0
116923,1558,313,389685,1245,0
116928,767,144,89712,623,0
116933,69,14,770,55,0
116937,1541,306,377910,1235,0
116977,1829,353,521028,1476,0
116998,17,4,52,13,0
116999,971,184,144808,787,0
117014,1876,359,544603,1517,0
117027,36,10,260,26,0
117028,337,74,19462,263,0
117029,1280,232,243136,1048,0
117034,534,102,44064,432,0
117044,144,29,3335,115,0
117069,1204,251,239203,953,0
117070,1934,345,548205,1589,0
117097,1181,246,230010,935,0
117103,778,163,100245,615,0
117109,1331,255,274380,1076,0
117114,108,17,1547,91,0
117122,495,87,35496,408,0
117124,273,58,12470,215,0
117126,2102,402,683400,1700,0
117129,1558,313,389685,1245,0
117132,641,131,66810,510,0
117162,101,20,1620,81,0
117165,865,167,116566,698,0
117167,101,20,1620,81,0
117178,88,17,1207,71,0
117183,1181,246,230010,935,0
117197,539,101,44238,438,0
117202,1876,359,544603,1517,0
117207,2102,402,683400,1700,0
117219,1280,232,243136,1048,0
117226,1552,299,374647,1253,0
117234,821,171,111150,650,0
117248,539,101,44238,438,0
117290,1331,255,274380,1076,0
117292,36,10,260,26,0
117306,641,131,66810,510,0
117321,1934,345,548205,1589,0
117340,1296,252,263088,1044,0
117355,1296,252,263088,1044,0
117356,1583,310,394630,1273,0
117406,26,6,120,20,0
117422,88,17,1207,71,0
117444,1541,306,377910,1235,0
117445,194,39,6045,155,0
117449,36,10,260,26,0
117463,950,193,146101,757,0
117464,821,171,111150,650,0
117467,71,15,840,56,0
117480,415,75,25500,340,0
117482,1552,299,374647,1253,0
117486,1078,198,174240,880,0
117489,1876,359,544603,1517,0
117522,976,180,143280,796,0
117537,1558,313,389685,1245,0
117544,61,13,624,48,0
117556,155,27,3456,128,0
117583,778,163,100245,615,0
117595,366,70,20720,296,0
117616,1657,315,422730,1342,0
117635,821,143,96954,678,0
117645,1541,306,377910,1235,0
117656,405,82,26486,323,0
117663,37,11,286,26,0
117668,185,36,5364,149,0
117671,1583,310,394630,1273,0
117676,552,113,49607,439,0
117692,89,15,1110,74,0
117704,305,70,16450,235,0
117738,821,143,96954,678,0
117756,548,102,45492,446,0
117764,28,7,147,21,0
117770,405,82,26486,323,0
117785,1541,306,377910,1235,0
117835,2102,402,683400,1700,0
117849,373,74,22126,299,0
117854,1558,313,389685,1245,0
117855,1657,315,422730,1342,0
117856,821,171,111150,650,0
117864,1025,201,165624,824,0
117865,1657,315,422730,1342,0
117869,124,28,2688,96,0
117877,317,63,16002,254,0
117880,380,76,23104,304,0
117883,819,152,101384,667,0
117884,365,74,21534,291,0
117885,1829,353,521028,1476,0
117886,700,128,73216,572,0
117889,548,102,45492,446,0
117899,1411,281,317530,1130,0
117905,28,7,147,21,0
117923,548,102,45492,446,0
117955,1296,252,263088,1044,0
117962,1558,313,389685,1245,0
117981,1331,255,274380,1076,0
117987,548,102,45492,446,0
117995,778,163,100245,615,0
118026,1296,252,263088,1044,0
118039,44,10,340,34,0
118075,865,167,116566,698,0
118092,24,4,80,20,0
118112,1262,259,259777,1003,0
118113,1296,252,263088,1044,0
118135,122,22,2200,100,0
118148,1829,353,521028,1476,0
118157,1262,259,259777,1003,0
118161,551,102,45798,449,0
118162,110,18,1656,92,0
118179,767,144,89712,623,0
118182,1181,246,230010,935,0
118197,1204,251,239203,953,0
118200,595,121,57354,474,0
118218,819,152,101384,667,0
118221,1078,198,174240,880,0
118233,1204,251,239203,953,0
118252,821,143,96954,678,0
118263,1829,353,521028,1476,0
118293,317,63,16002,254,0
118324,497,97,38800,400,0
118344,110,18,1656,92,0
118349,1829,353,521028,1476,0
118363,1583,310,394630,1273,0
118372,1331,255,274380,1076,0
118374,1025,201,165624,824,0
118395,1876,359,544603,1517,0
118401,1280,232,243136,1048,0
118408,821,171,111150,650,0
118414,659,132,69928,527,0
118429,410,76,25384,334,0
118439,110,18,1656,92,0
118452,950,193,146101,757,0
118463,539,101,44238,438,0
118465,200,40,6400,160,0
118466,1262,259,259777,1003,0
118470,1411,281,317530,1130,0
118481,971,184,144808,787,0
118491,1411,281,317530,1130,0
118524,778,163,100245,615,0
118535,1657,315,422730,1342,0
118547,976,180,143280,796,0
118559,497,97,38800,400,0
118569,620,121,60379,499,0
118576,1204,251,239203,953,0
118578,1876,359,544603,1517,0
118585,315,56,14504,259,0
118589,1541,306,377910,1235,0
118610,9,1,8,8,0
118619,56,13,559,43,0
118626,1331,255,274380,1076,0
118628,793,158,100330,635,0
118630,568,114,51756,454,0
118653,1331,255,274380,1076,0
118665,767,144,89712,623,0
118670,976,180,143280,796,0
118695,1829,353,521028,1476,0
118701,714,137,79049,577,0
118713,932,168,128352,764,0
118719,5,1,4,4,0
118732,950,193,146101,757,0
118744,1583,310,394630,1273,0
118750,105,15,1350,90,0
118761,1204,251,239203,953,0
118768,1181,246,230010,935,0
118806,1280,232,243136,1048,0
118809,120,24,2304,96,0
118814,405,82,26486,323,0
118823,186,35,5285,151,0
118825,1876,359,544603,1517,0
118826,1204,251,239203,953,0
118829,771,137,86858,634,0
118844,1657,315,422730,1342,0
118883,1558,313,389685,1245,0
118892,534,102,44064,432,0
118902,43,7,252,36,0
118906,595,120,57000,475,0
118910,373,74,22126,299,0
118911,1181,246,230010,935,0
118924,1204,251,239203,953,0
118961,950,193,146101,757,0
118964,47,11,396,36,0
118966,1541,306,377910,1235,0
118970,1934,345,548205,1589,0
118971,950,193,146101,757,0
118986,539,101,44238,438,0
118987,274,57,12369,217,0
118989,102,20,1640,82,0
119010,415,75,25500,340,0
119020,516,103,42539,413,0
119032,1876,359,544603,1517,0
119038,2102,402,683400,1700,0
119047,119,25,2350,94,0
119052,539,101,44238,438,0
119069,1541,306,377910,1235,0
119077,595,120,57000,475,0
119078,443,85,30430,358,0
119082,185,36,5364,149,0
119096,274,57,12369,217,0
119111,2102,402,683400,1700,0
119115,1078,198,174240,880,0
119120,72,17,935,55,0
119123,950,193,146101,757,0
119141,61,11,550,50,0
119146,568,114,51756,454,0
119153,1411,281,317530,1130,0
119157,595,120,57000,475,0
119159,1934,345,548205,1589,0
119162,1558,313,389685,1245,0
119168,1583,310,394630,1273,0
119194,539,101,44238,438,0
119196,778,163,100245,615,0
119202,1342,282,298920,1060,0
119212,836,151,103435,685,0
119213,1552,299,374647,1253,0
119218,641,131,66810,510,0
119220,273,58,12470,215,0
119233,659,132,69928,527,0
119235,1583,310,394630,1273,0
119237,160,32,4096,128,0
119268,68,15,795,53,0
119272,976,180,143280,796,0
119282,1876,359,544603,1517,0
119306,1204,251,239203,953,0
119310,976,180,143280,796,0
119311,1296,252,263088,1044,0
119313,551,102,45798,449,0
119315,61,11,550,50,0
119327,1331,255,274380,1076,0
119332,1541,306,377910,1235,0
119346,767,144,89712,623,0
119368,595,120,57000,475,0
119374,1280,232,243136,1048,0
119377,102,20,1640,82,0
119379,1541,306,377910,1235,0
119426,217,44,7612,173,0
119430,264,56,11648,208,0
119446,71,15,840,56,0
119458,950,193,146101,757,0
119463,64,15,735,49,0
119472,1583,310,394630,1273,0
119484,1829,353,521028,1476,0
119486,548,102,45492,446,0
119489,539,101,44238,438,0
119508,366,70,20720,296,0
119509,2102,402,683400,1700,0
119512,1583,310,394630,1273,0
119519,1280,232,243136,1048,0
119523,52,10,420,42,0
119532,385,71,22294,314,0
119538,836,151,103435,685,0
119553,568,114,51756,454,0
119557,121,27,2538,94,0
119563,641,131,66810,510,0
119565,443,85,30430,358,0
119592,1934,345,548205,1589,0
119597,767,144,89712,623,0
119598,1296,252,263088,1044,0
119621,1552,299,374647,1253,0
119623,950,193,146101,757,0
119630,58,11,517,47,0
119655,155,35,4200,120,0
119657,13,2,22,11,0
119662,1280,232,243136,1048,0
119665,1204,251,239203,953,0
119685,1552,299,374647,1253,0
119686,1541,306,377910,1235,0
119695,1411,281,317530,1130,0
119696,77,19,1102,58,0
119711,971,184,144808,787,0
119717,714,137,79049,577,0
119743,110,27,2241,83,0
119755,1342,282,298920,1060,0
119759,1583,310,394630,1273,0
119761,337,74,19462,263,0
119771,950,193,146101,757,0
119793,174,36,4968,138,0
119801,1657,315,422730,1342,0
119811,1541,306,377910,1235,0
119812,405,82,26486,323,0
119871,2102,402,683400,1700,0
119872,1181,246,230010,935,0
119895,1280,232,243136,1048,0
119900,1411,281,317530,1130,0
119903,793,158,100330,635,0
119922,1657,315,422730,1342,0
119934,112,18,1692,94,0
119949,1331,255,274380,1076,0
119957,568,114,51756,454,0
119988,1552,299,374647,1253,0
119996,89,15,1110,74,0
120026,1583,310,394630,1273,0
120044,44,10,340,34,0
120077,620,121,60379,499,0
120090,107,18,1602,89,0
120098,463,83,31540,380,0
120099,1296,252,263088,1044,0
120102,836,151,103435,685,0
120108,1552,299,374647,1253,0
120120,1657,315,422730,1342,0
120147,932,168,128352,764,0
120157,660,133,69928,527,0
120185,495,87,35496,408,0
120196,1657,315,422730,1342,0
120197,155,34,4114,121,0
120199,68,15,795,53,0
120210,1876,359,544603,1517,0
120229,1541,306,377910,1235,0
120234,836,151,103435,685,0
120245,366,70,20720,296,0
120250,1876,359,544603,1517,0
120251,200,40,6400,160,0
120261,282,50,11600,232,0
120265,571,114,52098,457,0
120270,571,114,52098,457,0
120271,1025,201,165624,824,0
120316,1204,251,239203,953,0
120317,821,143,96954,678,0
120335,821,171,111150,650,0
120338,119,25,2350,94,0
120356,1025,201,165624,824,0
120408,1078,198,174240,880,0
120416,77,19,1102,58,0
120421,305,70,16450,235,0
120432,52,10,420,42,0
120444,107,18,1602,89,0
120457,324,67,17219,257,0
120478,1934,345,548205,1589,0
120486,1541,306,377910,1235,0
120490,380,76,23104,304,0
120536,1204,251,239203,953,0
120555,516,103,42539,413,0
120575,1552,299,374647,1253,0
120579,1583,310,394630,1273,0
120591,198,43,6665,155,0
120598,767,144,89712,623,0
120624,1331,255,274380,1076,0
120637,1657,315,422730,1342,0
120649,1342,282,298920,1060,0
120665,1934,345,548205,1589,0
120668,1541,306,377910,1235,0
120671,85,18,1206,67,0
120682,34,7,189,27,0
120695,360,66,19404,294,0
120708,69,14,770,55,0
120713,200,40,6400,160,0
120721,976,180,143280,796,0
120732,1541,306,377910,1235,0
120749,175,29,4234,146,0
120761,2102,402,683400,1700,0
120765,155,34,4114,121,0
120773,337,74,19462,263,0
120791,21,6,90,15,0
120798,323,55,14740,268,0
120846,2102,402,683400,1700,0
120847,1342,282,298920,1060,0
120860,971,184,144808,787,0
120862,379,65,20410,314,0
120866,55,11,484,44,0
120872,535,94,41454,441,0
120901,274,57,12369,217,0
120907,366,70,20720,296,0
120910,641,131,66810,510,0
120921,77,18,1062,59,0
