,total_degree,in_degree,internal_edges,out_degree,external_edges
435465,20,20,0,0,0
435467,353,353,0,0,0
435491,315,315,0,0,0
435498,259,259,0,0,0
435503,3,3,0,0,0
435504,76,76,0,0,0
435509,251,251,0,0,0
435510,259,259,0,0,0
435513,167,167,0,0,0
435514,102,102,0,0,0
435516,402,402,0,0,0
435520,55,55,0,0,0
435525,144,144,0,0,0
435551,255,255,0,0,0
435568,255,255,0,0,0
435573,345,345,0,0,0
435578,259,259,0,0,0
435600,167,167,0,0,0
435606,10,10,0,0,0
435617,259,259,0,0,0
435641,76,76,0,0,0
435655,97,97,0,0,0
435689,259,259,0,0,0
435690,74,74,0,0,0
435692,198,198,0,0,0
435696,137,137,0,0,0
435697,102,102,0,0,0
435709,137,137,0,0,0
435730,315,315,0,0,0
435734,102,102,0,0,0
435745,8,8,0,0,0
435761,20,20,0,0,0
435768,114,114,0,0,0
435770,193,193,0,0,0
435783,252,252,0,0,0
435788,402,402,0,0,0
435806,198,198,0,0,0
435807,259,259,0,0,0
435811,34,34,0,0,0
435826,259,259,0,0,0
435832,76,76,0,0,0
435840,232,232,0,0,0
435857,76,76,0,0,0
435875,171,171,0,0,0
435884,310,310,0,0,0
435896,353,353,0,0,0
435899,23,23,0,0,0
435901,281,281,0,0,0
435908,315,315,0,0,0
435912,232,232,0,0,0
435945,71,71,0,0,0
435949,83,83,0,0,0
435952,345,345,0,0,0
435953,3,3,0,0,0
435956,251,251,0,0,0
435965,313,313,0,0,0
435972,255,255,0,0,0
435997,35,35,0,0,0
436007,152,152,0,0,0
436020,359,359,0,0,0
436038,402,402,0,0,0
436050,246,246,0,0,0
436069,193,193,0,0,0
436100,25,25,0,0,0
436118,359,359,0,0,0
436125,402,402,0,0,0
436148,101,101,0,0,0
436190,3,3,0,0,0
436194,128,128,0,0,0
436214,259,259,0,0,0
436219,121,121,0,0,0
436234,137,137,0,0,0
436241,133,133,0,0,0
436246,184,184,0,0,0
436250,252,252,0,0,0
436253,167,167,0,0,0
436281,72,72,0,0,0
436309,402,402,0,0,0
436318,143,143,0,0,0
436330,171,171,0,0,0
436339,232,232,0,0,0
436352,131,131,0,0,0
436355,281,281,0,0,0
436358,3,3,0,0,0
436372,44,44,0,0,0
436374,345,345,0,0,0
436377,22,22,0,0,0
436383,259,259,0,0,0
436391,259,259,0,0,0
436395,232,232,0,0,0
436404,101,101,0,0,0
436406,35,35,0,0,0
436407,315,315,0,0,0
436420,315,315,0,0,0
436428,353,353,0,0,0
436435,163,163,0,0,0
436451,101,101,0,0,0
436465,85,85,0,0,0
436473,315,315,0,0,0
436485,144,144,0,0,0
436495,167,167,0,0,0
436502,198,198,0,0,0
436506,15,15,0,0,0
436512,359,359,0,0,0
436518,255,255,0,0,0
436522,345,345,0,0,0
436571,299,299,0,0,0
436582,152,152,0,0,0
436588,402,402,0,0,0
436612,83,83,0,0,0
436613,10,10,0,0,0
436615,76,76,0,0,0
436639,345,345,0,0,0
436658,82,82,0,0,0
436659,18,18,0,0,0
436662,6,6,0,0,0
436672,114,114,0,0,0
436679,282,282,0,0,0
436690,144,144,0,0,0
436696,246,246,0,0,0
436698,72,72,0,0,0
436701,353,353,0,0,0
436702,137,137,0,0,0
436725,299,299,0,0,0
436727,132,132,0,0,0
436749,201,201,0,0,0
436773,313,313,0,0,0
436779,163,163,0,0,0
436786,2,2,0,0,0
436788,198,198,0,0,0
436792,75,75,0,0,0
436813,43,43,0,0,0
436818,82,82,0,0,0
436823,143,143,0,0,0
436832,152,152,0,0,0
436836,66,66,0,0,0
436845,19,19,0,0,0
436846,158,158,0,0,0
436849,306,306,0,0,0
436851,402,402,0,0,0
436855,2,2,0,0,0
436858,171,171,0,0,0
436859,6,6,0,0,0
436865,281,281,0,0,0
436870,402,402,0,0,0
436892,402,402,0,0,0
436894,167,167,0,0,0
436900,353,353,0,0,0
436905,137,137,0,0,0
436914,232,232,0,0,0
436921,144,144,0,0,0
436931,56,56,0,0,0
436938,180,180,0,0,0
436943,137,137,0,0,0
436953,259,259,0,0,0
436993,193,193,0,0,0
436994,151,151,0,0,0
436999,144,144,0,0,0
437013,402,402,0,0,0
437018,255,255,0,0,0
437043,97,97,0,0,0
437055,299,299,0,0,0
437061,102,102,0,0,0
437065,74,74,0,0,0
437069,1,1,0,0,0
437072,168,168,0,0,0
437103,87,87,0,0,0
437136,131,131,0,0,0
437145,252,252,0,0,0
437159,255,255,0,0,0
437174,167,167,0,0,0
437207,168,168,0,0,0
437225,313,313,0,0,0
437227,121,121,0,0,0
437243,152,152,0,0,0
437246,180,180,0,0,0
437252,313,313,0,0,0
437259,353,353,0,0,0
437275,16,16,0,0,0
437292,184,184,0,0,0
437297,184,184,0,0,0
437301,8,8,0,0,0
437304,232,232,0,0,0
437341,67,67,0,0,0
437356,198,198,0,0,0
437370,151,151,0,0,0
437380,121,121,0,0,0
437383,6,6,0,0,0
437389,353,353,0,0,0
437395,18,18,0,0,0
437396,281,281,0,0,0
437406,359,359,0,0,0
437411,30,30,0,0,0
437444,281,281,0,0,0
437460,133,133,0,0,0
437473,359,359,0,0,0
437494,313,313,0,0,0
437501,255,255,0,0,0
437502,315,315,0,0,0
437509,41,41,0,0,0
437525,15,15,0,0,0
437528,77,77,0,0,0
437531,313,313,0,0,0
437532,76,76,0,0,0
437551,130,130,0,0,0
437559,345,345,0,0,0
437562,102,102,0,0,0
437594,143,143,0,0,0
437613,14,14,0,0,0
437615,131,131,0,0,0
437631,35,35,0,0,0
437645,163,163,0,0,0
437649,6,6,0,0,0
437652,36,36,0,0,0
437664,168,168,0,0,0
437667,82,82,0,0,0
437672,137,137,0,0,0
437689,299,299,0,0,0
437691,19,19,0,0,0
437693,353,353,0,0,0
437714,313,313,0,0,0
437718,28,28,0,0,0
437763,133,133,0,0,0
437774,137,137,0,0,0
437795,120,120,0,0,0
437800,5,5,0,0,0
437809,102,102,0,0,0
437812,40,40,0,0,0
437813,402,402,0,0,0
437821,67,67,0,0,0
437825,6,6,0,0,0
437834,20,20,0,0,0
437859,152,152,0,0,0
437867,310,310,0,0,0
437873,58,58,0,0,0
437884,22,22,0,0,0
437903,184,184,0,0,0
437915,281,281,0,0,0
437936,83,83,0,0,0
437947,251,251,0,0,0
437961,66,66,0,0,0
437976,11,11,0,0,0
437991,77,77,0,0,0
437996,102,102,0,0,0
438010,359,359,0,0,0
438017,252,252,0,0,0
438036,402,402,0,0,0
438038,131,131,0,0,0
438039,281,281,0,0,0
438049,121,121,0,0,0
438073,402,402,0,0,0
438084,121,121,0,0,0
438111,252,252,0,0,0
438134,232,232,0,0,0
438143,246,246,0,0,0
438152,27,27,0,0,0
438156,152,152,0,0,0
438164,282,282,0,0,0
438167,101,101,0,0,0
438175,359,359,0,0,0
438179,130,130,0,0,0
438186,11,11,0,0,0
438189,282,282,0,0,0
438211,29,29,0,0,0
438238,14,14,0,0,0
438241,114,114,0,0,0
438248,94,94,0,0,0
438260,74,74,0,0,0
438276,252,252,0,0,0
438286,353,353,0,0,0
438288,113,113,0,0,0
438337,137,137,0,0,0
438345,34,34,0,0,0
438352,36,36,0,0,0
438357,315,315,0,0,0
438358,180,180,0,0,0
438369,35,35,0,0,0
438377,158,158,0,0,0
438381,94,94,0,0,0
438396,353,353,0,0,0
438407,137,137,0,0,0
438439,144,144,0,0,0
438442,24,24,0,0,0
438459,75,75,0,0,0
438463,82,82,0,0,0
438473,184,184,0,0,0
438495,345,345,0,0,0
438502,345,345,0,0,0
438514,7,7,0,0,0
438517,137,137,0,0,0
438522,25,25,0,0,0
438523,7,7,0,0,0
438536,232,232,0,0,0
438540,36,36,0,0,0
438545,71,71,0,0,0
438565,198,198,0,0,0
438566,128,128,0,0,0
438569,251,251,0,0,0
438578,94,94,0,0,0
438597,14,14,0,0,0
438601,120,120,0,0,0
438634,299,299,0,0,0
438636,45,45,0,0,0
438649,151,151,0,0,0
438660,12,12,0,0,0
438687,259,259,0,0,0
438690,12,12,0,0,0
438693,128,128,0,0,0
438697,171,171,0,0,0
438716,402,402,0,0,0
438726,17,17,0,0,0
438730,168,168,0,0,0
438739,114,114,0,0,0
438747,76,76,0,0,0
438759,353,353,0,0,0
438762,54,54,0,0,0
438775,69,69,0,0,0
438803,232,232,0,0,0
438809,18,18,0,0,0
438818,18,18,0,0,0
438819,313,313,0,0,0
438822,10,10,0,0,0
438823,167,167,0,0,0
438838,75,75,0,0,0
438844,252,252,0,0,0
438862,114,114,0,0,0
438920,29,29,0,0,0
438933,315,315,0,0,0
438957,299,299,0,0,0
438958,94,94,0,0,0
438959,315,315,0,0,0
438970,359,359,0,0,0
438977,402,402,0,0,0
438983,151,151,0,0,0
438985,13,13,0,0,0
438986,121,121,0,0,0
438993,201,201,0,0,0
439003,12,12,0,0,0
439008,6,6,0,0,0
439010,255,255,0,0,0
439014,143,143,0,0,0
439016,94,94,0,0,0
439029,252,252,0,0,0
439037,65,65,0,0,0
439068,310,310,0,0,0
439098,20,20,0,0,0
439139,402,402,0,0,0
439175,54,54,0,0,0
439188,184,184,0,0,0
439191,36,36,0,0,0
439209,72,72,0,0,0
439210,163,163,0,0,0
439211,76,76,0,0,0
439217,133,133,0,0,0
439218,128,128,0,0,0
439223,251,251,0,0,0
439229,171,171,0,0,0
439235,158,158,0,0,0
439249,402,402,0,0,0
439253,315,315,0,0,0
439255,198,198,0,0,0
439260,29,29,0,0,0
439272,144,144,0,0,0
439273,55,55,0,0,0
439290,102,102,0,0,0
439292,151,151,0,0,0
439316,306,306,0,0,0
439319,20,20,0,0,0
439321,306,306,0,0,0
439327,353,353,0,0,0
439339,102,102,0,0,0
439341,43,43,0,0,0
439345,251,251,0,0,0
439354,32,32,0,0,0
439359,158,158,0,0,0
439367,15,15,0,0,0
439372,29,29,0,0,0
439374,144,144,0,0,0
439384,246,246,0,0,0
439390,13,13,0,0,0
439400,144,144,0,0,0
439403,7,7,0,0,0
439414,75,75,0,0,0
439415,359,359,0,0,0
439419,310,310,0,0,0
439430,113,113,0,0,0
439436,54,54,0,0,0
439442,17,17,0,0,0
439450,67,67,0,0,0
439485,121,121,0,0,0
439493,76,76,0,0,0
439498,18,18,0,0,0
439513,201,201,0,0,0
439528,151,151,0,0,0
439532,168,168,0,0,0
439540,281,281,0,0,0
439541,43,43,0,0,0
439543,35,35,0,0,0
439548,34,34,0,0,0
439560,359,359,0,0,0
439603,345,345,0,0,0
439607,29,29,0,0,0
439619,25,25,0,0,0
439620,120,120,0,0,0
439624,114,114,0,0,0
439633,55,55,0,0,0
439635,18,18,0,0,0
439637,55,55,0,0,0
439638,21,21,0,0,0
439639,85,85,0,0,0
439642,65,65,0,0,0
439645,198,198,0,0,0
439660,163,163,0,0,0
439665,193,193,0,0,0
439674,306,306,0,0,0
439698,18,18,0,0,0
439702,121,121,0,0,0
439706,128,128,0,0,0
439755,8,8,0,0,0
439769,251,251,0,0,0
439779,102,102,0,0,0
439789,201,201,0,0,0
439795,252,252,0,0,0
439819,306,306,0,0,0
439824,7,7,0,0,0
439831,282,282,0,0,0
439870,63,63,0,0,0
439883,299,299,0,0,0
439895,167,167,0,0,0
439915,246,246,0,0,0
439931,40,40,0,0,0
439933,201,201,0,0,0
439947,12,12,0,0,0
439960,168,168,0,0,0
439980,252,252,0,0,0
439990,82,82,0,0,0
439993,102,102,0,0,0
439995,25,25,0,0,0
440002,34,34,0,0,0
440023,137,137,0,0,0
440024,35,35,0,0,0
440040,201,201,0,0,0
440043,180,180,0,0,0
440053,152,152,0,0,0
440066,193,193,0,0,0
440074,180,180,0,0,0
440076,353,353,0,0,0
440084,137,137,0,0,0
440094,16,16,0,0,0
440100,137,137,0,0,0
440114,102,102,0,0,0
440117,402,402,0,0,0
440119,299,299,0,0,0
440122,137,137,0,0,0
440141,402,402,0,0,0
440205,313,313,0,0,0
440210,70,70,0,0,0
440220,23,23,0,0,0
440221,299,299,0,0,0
440227,255,255,0,0,0
440241,21,21,0,0,0
440245,193,193,0,0,0
440246,167,167,0,0,0
440252,180,180,0,0,0
440273,345,345,0,0,0
440274,72,72,0,0,0
440282,299,299,0,0,0
440313,359,359,0,0,0
440317,17,17,0,0,0
440328,299,299,0,0,0
440339,201,201,0,0,0
440340,184,184,0,0,0
440349,137,137,0,0,0
440351,144,144,0,0,0
440359,163,163,0,0,0
440375,83,83,0,0,0
440378,313,313,0,0,0
440397,10,10,0,0,0
440411,315,315,0,0,0
440433,310,310,0,0,0
440434,32,32,0,0,0
440450,232,232,0,0,0
440457,70,70,0,0,0
440458,2,2,0,0,0
440464,180,180,0,0,0
440468,353,353,0,0,0
440488,345,345,0,0,0
440503,255,255,0,0,0
440517,198,198,0,0,0
440557,94,94,0,0,0
440596,34,34,0,0,0
440598,315,315,0,0,0
440602,313,313,0,0,0
440626,152,152,0,0,0
440627,282,282,0,0,0
440634,259,259,0,0,0
440647,75,75,0,0,0
440649,39,39,0,0,0
440674,102,102,0,0,0
440684,101,101,0,0,0
440686,54,54,0,0,0
440728,306,306,0,0,0
440732,18,18,0,0,0
440743,2,2,0,0,0
440761,306,306,0,0,0
440773,310,310,0,0,0
440777,345,345,0,0,0
440820,74,74,0,0,0
440821,131,131,0,0,0
440822,151,151,0,0,0
440852,8,8,0,0,0
440858,201,201,0,0,0
440860,130,130,0,0,0
440865,143,143,0,0,0
440880,281,281,0,0,0
440881,137,137,0,0,0
440883,232,232,0,0,0
440887,144,144,0,0,0
440904,198,198,0,0,0
440914,152,152,0,0,0
440920,67,67,0,0,0
440948,8,8,0,0,0
440959,201,201,0,0,0
440983,143,143,0,0,0
440993,402,402,0,0,0
440994,152,152,0,0,0
441010,54,54,0,0,0
441025,133,133,0,0,0
441027,252,252,0,0,0
441031,246,246,0,0,0
441033,402,402,0,0,0
441070,24,24,0,0,0
441071,1,1,0,0,0
441072,74,74,0,0,0
441081,76,76,0,0,0
441082,144,144,0,0,0
441100,55,55,0,0,0
441103,163,163,0,0,0
441130,255,255,0,0,0
441137,402,402,0,0,0
441139,3,3,0,0,0
441146,131,131,0,0,0
441154,114,114,0,0,0
441163,193,193,0,0,0
441164,180,180,0,0,0
441196,281,281,0,0,0
441217,3,3,0,0,0
441222,255,255,0,0,0
441223,133,133,0,0,0
441248,55,55,0,0,0
441255,82,82,0,0,0
441271,66,66,0,0,0
441272,102,102,0,0,0
441281,168,168,0,0,0
441293,101,101,0,0,0
441307,6,6,0,0,0
441318,13,13,0,0,0
441322,184,184,0,0,0
441369,67,67,0,0,0
441374,133,133,0,0,0
441384,5,5,0,0,0
441385,281,281,0,0,0
441395,168,168,0,0,0
441401,168,168,0,0,0
441405,198,198,0,0,0
441417,101,101,0,0,0
441426,137,137,0,0,0
441432,97,97,0,0,0
441434,152,152,0,0,0
441446,168,168,0,0,0
441468,201,201,0,0,0
441485,152,152,0,0,0
441501,56,56,0,0,0
441509,299,299,0,0,0
441512,198,198,0,0,0
441515,201,201,0,0,0
441538,246,246,0,0,0
441552,310,310,0,0,0
441557,310,310,0,0,0
441558,402,402,0,0,0
441569,281,281,0,0,0
441593,184,184,0,0,0
441598,180,180,0,0,0
441603,21,21,0,0,0
441604,402,402,0,0,0
441608,402,402,0,0,0
441614,353,353,0,0,0
441627,168,168,0,0,0
441646,171,171,0,0,0
441663,121,121,0,0,0
441667,24,24,0,0,0
441669,94,94,0,0,0
441670,19,19,0,0,0
441688,306,306,0,0,0
441695,77,77,0,0,0
441710,158,158,0,0,0
441720,168,168,0,0,0
441726,18,18,0,0,0
441730,255,255,0,0,0
441759,10,10,0,0,0
441779,36,36,0,0,0
441794,6,6,0,0,0
441806,9,9,0,0,0
441808,44,44,0,0,0
441840,259,259,0,0,0
441846,101,101,0,0,0
441848,306,306,0,0,0
441851,281,281,0,0,0
441852,16,16,0,0,0
441860,43,43,0,0,0
441869,168,168,0,0,0
441908,158,158,0,0,0
441910,24,24,0,0,0
441918,143,143,0,0,0
441924,313,313,0,0,0
441932,152,152,0,0,0
441937,4,4,0,0,0
441943,359,359,0,0,0
441951,353,353,0,0,0
441952,130,130,0,0,0
441958,353,353,0,0,0
441959,255,255,0,0,0
441966,74,74,0,0,0
441967,15,15,0,0,0
441981,6,6,0,0,0
442005,281,281,0,0,0
442019,259,259,0,0,0
442025,131,131,0,0,0
442030,359,359,0,0,0
442032,121,121,0,0,0
442034,65,65,0,0,0
442054,5,5,0,0,0
442107,151,151,0,0,0
442108,71,71,0,0,0
442109,144,144,0,0,0
442120,30,30,0,0,0
442124,171,171,0,0,0
442132,259,259,0,0,0
442145,15,15,0,0,0
442148,83,83,0,0,0
442152,101,101,0,0,0
442157,299,299,0,0,0
442173,144,144,0,0,0
442187,75,75,0,0,0
442204,232,232,0,0,0
442215,193,193,0,0,0
442226,353,353,0,0,0
442255,353,353,0,0,0
442284,251,251,0,0,0
442292,180,180,0,0,0
442293,198,198,0,0,0
442294,24,24,0,0,0
442304,402,402,0,0,0
442307,114,114,0,0,0
442355,94,94,0,0,0
442376,246,246,0,0,0
442382,402,402,0,0,0
442386,313,313,0,0,0
442392,102,102,0,0,0
442431,2,2,0,0,0
442439,359,359,0,0,0
442451,65,65,0,0,0
442463,259,259,0,0,0
442483,82,82,0,0,0
442485,310,310,0,0,0
442495,65,65,0,0,0
442496,74,74,0,0,0
442503,310,310,0,0,0
442511,114,114,0,0,0
442520,137,137,0,0,0
442526,97,97,0,0,0
442541,137,137,0,0,0
442542,121,121,0,0,0
442546,69,69,0,0,0
442556,19,19,0,0,0
442563,133,133,0,0,0
442564,67,67,0,0,0
442572,282,282,0,0,0
442581,102,102,0,0,0
442582,345,345,0,0,0
442583,40,40,0,0,0
442610,299,299,0,0,0
442624,168,168,0,0,0
442655,144,144,0,0,0
442675,345,345,0,0,0
442676,310,310,0,0,0
442683,76,76,0,0,0
442690,12,12,0,0,0
442700,143,143,0,0,0
442715,251,251,0,0,0
442719,82,82,0,0,0
442734,201,201,0,0,0
442738,29,29,0,0,0
442750,87,87,0,0,0
442757,152,152,0,0,0
442760,299,299,0,0,0
442774,151,151,0,0,0
442779,315,315,0,0,0
442789,345,345,0,0,0
442795,29,29,0,0,0
442800,50,50,0,0,0
442815,246,246,0,0,0
442821,76,76,0,0,0
442847,313,313,0,0,0
442851,5,5,0,0,0
442856,55,55,0,0,0
442863,345,345,0,0,0
442865,171,171,0,0,0
442866,252,252,0,0,0
442898,282,282,0,0,0
442908,6,6,0,0,0
442911,58,58,0,0,0
442916,193,193,0,0,0
442945,151,151,0,0,0
442956,345,345,0,0,0
442967,313,313,0,0,0
442994,359,359,0,0,0
443005,114,114,0,0,0
443006,83,83,0,0,0
443007,246,246,0,0,0
443019,24,24,0,0,0
443056,306,306,0,0,0
443057,17,17,0,0,0
443072,87,87,0,0,0
443078,74,74,0,0,0
443085,246,246,0,0,0
443110,201,201,0,0,0
443113,143,143,0,0,0
443151,144,144,0,0,0
443168,121,121,0,0,0
443227,345,345,0,0,0
443237,14,14,0,0,0
443257,345,345,0,0,0
443258,12,12,0,0,0
443264,299,299,0,0,0
443265,17,17,0,0,0
443277,184,184,0,0,0
443296,171,171,0,0,0
443309,11,11,0,0,0
443335,315,315,0,0,0
443339,3,3,0,0,0
443342,353,353,0,0,0
443345,137,137,0,0,0
443364,282,282,0,0,0
443381,345,345,0,0,0
443389,72,72,0,0,0
443391,345,345,0,0,0
443393,137,137,0,0,0
443425,251,251,0,0,0
443427,74,74,0,0,0
443443,198,198,0,0,0
443444,251,251,0,0,0
443461,184,184,0,0,0
443463,299,299,0,0,0
443466,259,259,0,0,0
443468,259,259,0,0,0
443502,259,259,0,0,0
443503,36,36,0,0,0
443507,13,13,0,0,0
443518,252,252,0,0,0
443557,345,345,0,0,0
443598,121,121,0,0,0
443616,281,281,0,0,0
443633,55,55,0,0,0
443635,282,282,0,0,0
443640,15,15,0,0,0
443653,359,359,0,0,0
443660,132,132,0,0,0
443667,151,151,0,0,0
443669,313,313,0,0,0
443673,34,34,0,0,0
443681,76,76,0,0,0
443686,120,120,0,0,0
443698,353,353,0,0,0
443700,252,252,0,0,0
443713,299,299,0,0,0
443728,315,315,0,0,0
443777,353,353,0,0,0
443778,66,66,0,0,0
443784,353,353,0,0,0
443790,5,5,0,0,0
443794,25,25,0,0,0
443803,5,5,0,0,0
443824,193,193,0,0,0
443827,76,76,0,0,0
443832,144,144,0,0,0
443833,306,306,0,0,0
443835,359,359,0,0,0
443836,34,34,0,0,0
443843,77,77,0,0,0
443866,353,353,0,0,0
443894,87,87,0,0,0
443897,310,310,0,0,0
443900,55,55,0,0,0
443914,180,180,0,0,0
443915,259,259,0,0,0
443947,114,114,0,0,0
443954,24,24,0,0,0
443957,4,4,0,0,0
443963,201,201,0,0,0
443972,39,39,0,0,0
443973,152,152,0,0,0
444019,184,184,0,0,0
444026,313,313,0,0,0
444039,114,114,0,0,0
444045,144,144,0,0,0
444099,20,20,0,0,0
444111,152,152,0,0,0
444166,20,20,0,0,0
444171,121,121,0,0,0
444175,315,315,0,0,0
444177,359,359,0,0,0
444191,101,101,0,0,0
444199,11,11,0,0,0
444203,168,168,0,0,0
444213,255,255,0,0,0
444220,310,310,0,0,0
444246,402,402,0,0,0
444267,120,120,0,0,0
444272,130,130,0,0,0
444273,184,184,0,0,0
444274,359,359,0,0,0
444290,29,29,0,0,0
444301,34,34,0,0,0
444310,56,56,0,0,0
444317,71,71,0,0,0
444324,66,66,0,0,0
444326,102,102,0,0,0
444330,69,69,0,0,0
444357,180,180,0,0,0
444359,6,6,0,0,0
444386,313,313,0,0,0
444396,102,102,0,0,0
444398,120,120,0,0,0
444409,353,353,0,0,0
444411,82,82,0,0,0
444420,259,259,0,0,0
444421,171,171,0,0,0
444436,103,103,0,0,0
444450,20,20,0,0,0
444458,29,29,0,0,0
444464,151,151,0,0,0
444466,56,56,0,0,0
444488,151,151,0,0,0
444496,180,180,0,0,0
444501,102,102,0,0,0
444522,193,193,0,0,0
444525,313,313,0,0,0
444566,133,133,0,0,0
444574,315,315,0,0,0
444581,167,167,0,0,0
444583,198,198,0,0,0
444593,180,180,0,0,0
444604,251,251,0,0,0
444615,16,16,0,0,0
444636,193,193,0,0,0
444638,171,171,0,0,0
444646,6,6,0,0,0
444679,7,7,0,0,0
444681,232,232,0,0,0
444709,167,167,0,0,0
444710,359,359,0,0,0
444729,180,180,0,0,0
444740,71,71,0,0,0
444749,23,23,0,0,0
444752,20,20,0,0,0
444754,151,151,0,0,0
444759,315,315,0,0,0
444770,152,152,0,0,0
444773,402,402,0,0,0
444798,121,121,0,0,0
444803,44,44,0,0,0
444804,158,158,0,0,0
444839,353,353,0,0,0
444841,282,282,0,0,0
444842,315,315,0,0,0
444867,10,10,0,0,0
444868,10,10,0,0,0
444877,359,359,0,0,0
444919,85,85,0,0,0
444922,193,193,0,0,0
444924,151,151,0,0,0
444929,34,34,0,0,0
444959,299,299,0,0,0
444960,201,201,0,0,0
444972,345,345,0,0,0
444974,167,167,0,0,0
445003,168,168,0,0,0
445009,310,310,0,0,0
445015,137,137,0,0,0
445030,57,57,0,0,0
445038,11,11,0,0,0
445041,17,17,0,0,0
445060,29,29,0,0,0
445063,2,2,0,0,0
445073,3,3,0,0,0
445074,281,281,0,0,0
445091,168,168,0,0,0
445107,1,1,0,0,0
445119,45,45,0,0,0
445136,121,121,0,0,0
445141,97,97,0,0,0
445146,41,41,0,0,0
445154,313,313,0,0,0
445165,310,310,0,0,0
445168,359,359,0,0,0
445169,10,10,0,0,0
445172,70,70,0,0,0
445175,97,97,0,0,0
445206,8,8,0,0,0
445219,255,255,0,0,0
445228,16,16,0,0,0
445230,10,10,0,0,0
445237,152,152,0,0,0
445247,282,282,0,0,0
445251,9,9,0,0,0
445266,299,299,0,0,0
445268,11,11,0,0,0
445271,102,102,0,0,0
445273,246,246,0,0,0
445286,102,102,0,0,0
445292,76,76,0,0,0
445307,306,306,0,0,0
445348,102,102,0,0,0
445366,168,168,0,0,0
445421,180,180,0,0,0
445423,232,232,0,0,0
445434,102,102,0,0,0
445437,45,45,0,0,0
445439,306,306,0,0,0
445445,114,114,0,0,0
445448,259,259,0,0,0
445451,15,15,0,0,0
445461,281,281,0,0,0
445462,17,17,0,0,0
445468,15,15,0,0,0
445486,76,76,0,0,0
445506,353,353,0,0,0
445507,10,10,0,0,0
445512,137,137,0,0,0
445514,113,113,0,0,0
445528,83,83,0,0,0
445550,94,94,0,0,0
445551,232,232,0,0,0
445572,255,255,0,0,0
445576,315,315,0,0,0
445579,75,75,0,0,0
445593,313,313,0,0,0
445605,402,402,0,0,0
445606,7,7,0,0,0
445625,103,103,0,0,0
445634,7,7,0,0,0
445656,180,180,0,0,0
445670,259,259,0,0,0
445677,102,102,0,0,0
445682,353,353,0,0,0
445702,44,44,0,0,0
445703,101,101,0,0,0
445708,310,310,0,0,0
445710,130,130,0,0,0
445712,15,15,0,0,0
445728,63,63,0,0,0
445754,402,402,0,0,0
445755,281,281,0,0,0
445773,315,315,0,0,0
445782,7,7,0,0,0
445788,232,232,0,0,0
445811,57,57,0,0,0
445818,29,29,0,0,0
445838,131,131,0,0,0
445850,232,232,0,0,0
445852,345,345,0,0,0
445853,168,168,0,0,0
445861,102,102,0,0,0
445862,18,18,0,0,0
445874,143,143,0,0,0
445897,74,74,0,0,0
445902,87,87,0,0,0
445906,232,232,0,0,0
445907,77,77,0,0,0
445919,252,252,0,0,0
445952,143,143,0,0,0
445962,402,402,0,0,0
445977,1,1,0,0,0
445991,353,353,0,0,0
445996,353,353,0,0,0
446009,259,259,0,0,0
446022,113,113,0,0,0
446025,345,345,0,0,0
446053,259,259,0,0,0
446055,151,151,0,0,0
446072,353,353,0,0,0
446081,353,353,0,0,0
446092,12,12,0,0,0
446096,198,198,0,0,0
446113,246,246,0,0,0
446135,55,55,0,0,0
446166,281,281,0,0,0
446175,30,30,0,0,0
446213,306,306,0,0,0
446217,180,180,0,0,0
446220,29,29,0,0,0
446226,315,315,0,0,0
446240,313,313,0,0,0
446244,180,180,0,0,0
446254,65,65,0,0,0
446271,255,255,0,0,0
446274,103,103,0,0,0
446275,359,359,0,0,0
446282,76,76,0,0,0
446285,121,121,0,0,0
446290,3,3,0,0,0
446298,97,97,0,0,0
446304,299,299,0,0,0
446305,39,39,0,0,0
446335,246,246,0,0,0
446337,259,259,0,0,0
446340,232,232,0,0,0
446348,75,75,0,0,0
446351,34,34,0,0,0
446364,82,82,0,0,0
446365,11,11,0,0,0
446366,193,193,0,0,0
446367,85,85,0,0,0
446379,306,306,0,0,0
446403,137,137,0,0,0
446414,1,1,0,0,0
446415,251,251,0,0,0
446440,32,32,0,0,0
446461,137,137,0,0,0
446477,54,54,0,0,0
446487,144,144,0,0,0
446488,130,130,0,0,0
446491,259,259,0,0,0
446499,28,28,0,0,0
446506,3,3,0,0,0
446525,232,232,0,0,0
446527,36,36,0,0,0
446542,359,359,0,0,0
446543,17,17,0,0,0
446561,152,152,0,0,0
446572,310,310,0,0,0
446581,306,306,0,0,0
446595,255,255,0,0,0
446601,168,168,0,0,0
446607,45,45,0,0,0
446616,282,282,0,0,0
446637,310,310,0,0,0
446669,158,158,0,0,0
446670,163,163,0,0,0
446674,299,299,0,0,0
446689,41,41,0,0,0
446702,83,83,0,0,0
446708,50,50,0,0,0
446709,83,83,0,0,0
446720,102,102,0,0,0
446724,72,72,0,0,0
446752,120,120,0,0,0
446760,54,54,0,0,0
446765,43,43,0,0,0
446768,306,306,0,0,0
446773,252,252,0,0,0
446785,315,315,0,0,0
446791,18,18,0,0,0
446800,83,83,0,0,0
446802,345,345,0,0,0
446814,101,101,0,0,0
446823,152,152,0,0,0
446829,180,180,0,0,0
446831,299,299,0,0,0
446841,152,152,0,0,0
446859,24,24,0,0,0
446860,359,359,0,0,0
446870,252,252,0,0,0
